Car_Number,Arrive,Depart,Wait,Direction
10657,66760,66768,8,S
10658,66762,66772,10,E
10159,64448,66776,2328,W
10161,64458,66780,2322,W
10660,66779,66784,5,E
10164,64468,66788,2320,W
10661,66782,66792,10,N
10663,66788,66796,8,S
10166,64478,66800,2322,W
10664,66796,66804,8,E
10170,64488,66808,2320,W
10666,66808,66812,4,N
10172,64498,66816,2318,W
10668,66813,66820,7,E
10669,66816,66824,8,S
10176,64508,66828,2320,W
10177,64518,66832,2314,W
10671,66830,66836,6,E
10181,64528,66840,2312,W
10672,66834,66844,10,N
10183,64538,66848,2310,W
10674,66844,66852,8,S
10675,66847,66856,9,E
10187,64548,66860,2312,W
10677,66860,66864,4,N
10188,64558,66868,2310,W
10678,66864,66872,8,E
10191,64568,66876,2308,W
10680,66872,66880,8,S
10195,64578,66884,2306,W
10682,66881,66888,7,E
10197,64588,66892,2304,W
10683,66886,66896,10,N
10200,64598,66900,2302,W
10685,66898,66904,6,E
10686,66900,66908,8,S
10202,64608,66912,2304,W
10688,66912,66916,4,N
10206,64618,66920,2302,W
10689,66915,66924,9,E
10208,64628,66928,2300,W
10691,66928,66932,4,S
10212,64638,66936,2298,W
10692,66932,66940,8,E
10213,64648,66944,2296,W
10694,66938,66948,10,N
10217,64658,66952,2294,W
10695,66949,66956,7,E
10219,64668,66960,2292,W
10697,66956,66964,8,S
10223,64678,66968,2290,W
10698,66964,66972,8,N
10700,66966,66976,10,E
10224,64688,66980,2292,W
10228,64698,66984,2286,W
10702,66983,66988,5,E
10703,66984,66992,8,S
10230,64708,66996,2288,W
10704,66990,67000,10,N
10234,64718,67004,2286,W
10706,67000,67008,8,E
10235,64728,67012,2284,W
10708,67012,67016,4,S
10239,64738,67020,2282,W
10709,67016,67024,8,N
10710,67017,67028,11,E
10241,64748,67032,2284,W
10245,64758,67036,2278,W
10712,67034,67040,6,E
10248,64768,67044,2276,W
10714,67040,67048,8,S
10715,67042,67052,10,N
10249,64778,67056,2278,W
10717,67051,67060,9,E
10253,64788,67064,2276,W
10255,64798,67068,2270,W
10719,67068,67072,4,S
10720,67068,67076,8,N
10721,67068,67080,12,E
10259,64808,67084,2276,W
10260,64822,67088,2266,W
10723,67085,67092,7,E
10264,64836,67096,2260,W
10725,67094,67100,6,N
10726,67096,67104,8,S
10266,64850,67108,2258,W
10727,67102,67112,10,E
10270,64864,67116,2252,W
10272,64878,67120,2242,W
10730,67119,67124,5,E
10731,67120,67128,8,N
10276,64892,67132,2240,W
10732,67124,67136,12,S
10277,64906,67140,2234,W
10734,67136,67144,8,E
10281,64920,67148,2228,W
10735,67146,67152,6,N
10283,64934,67156,2222,W
10737,67152,67160,8,S
10738,67153,67164,11,E
10287,64948,67168,2220,W
10290,64962,67172,2210,W
10740,67170,67176,6,E
10741,67172,67180,8,N
10292,64976,67184,2208,W
10743,67180,67188,8,S
10295,64990,67192,2202,W
10744,67187,67196,9,E
10298,65004,67200,2196,W
10746,67198,67204,6,N
10301,65018,67208,2190,W
10748,67204,67212,8,E
10749,67208,67216,8,S
10304,65032,67220,2188,W
10307,65046,67224,2178,W
10751,67221,67228,7,E
10752,67224,67232,8,N
10309,65060,67236,2176,W
10754,67236,67240,4,S
10312,65074,67244,2170,W
10755,67238,67248,10,E
10315,65088,67252,2164,W
10757,67250,67256,6,N
10318,65102,67260,2158,W
10758,67255,67264,9,E
10321,65116,67268,2152,W
10760,67264,67272,8,S
10324,65130,67276,2146,W
10761,67272,67280,8,E
10763,67276,67284,8,N
10327,65144,67288,2144,W
10329,65158,67292,2134,W
10765,67289,67296,7,E
10766,67292,67300,8,S
10333,65172,67304,2132,W
10768,67302,67308,6,N
10335,65186,67312,2126,W
10769,67306,67316,10,E
10339,65200,67320,2120,W
10771,67320,67324,4,S
10340,65214,67328,2114,W
10772,67323,67332,9,E
10773,67328,67336,8,N
10344,65228,67340,2112,W
10775,67340,67344,4,E
10346,65242,67348,2106,W
10777,67348,67352,4,S
10350,65256,67356,2100,W
10778,67354,67360,6,N
10352,65270,67364,2094,W
10780,67357,67368,11,E
10356,65284,67372,2088,W
10357,65298,67376,2078,W
10782,67374,67380,6,E
10783,67376,67384,8,S
10361,65312,67388,2076,W
10784,67380,67392,12,N
10364,65326,67396,2070,W
10786,67391,67400,9,E
10367,65340,67404,2064,W
10788,67404,67408,4,S
10370,65354,67412,2058,W
10789,67406,67416,10,N
10790,67408,67420,12,E
10373,65368,67424,2056,W
10375,65382,67428,2046,W
10792,67425,67432,7,E
10378,65396,67436,2040,W
10794,67432,67440,8,S
10795,67432,67444,12,N
10381,65410,67448,2038,W
10797,67442,67452,10,E
10384,65424,67456,2032,W
10387,65438,67460,2022,W
10799,67458,67464,6,N
10800,67459,67468,9,E
10801,67460,67472,12,S
10389,65452,67476,2024,W
10803,67476,67480,4,E
10392,65466,67484,2018,W
10805,67484,67488,4,N
10395,65480,67492,2012,W
10806,67488,67496,8,S
10398,65494,67500,2006,W
10807,67493,67504,11,E
10402,65508,67508,2000,W
10404,65522,67512,1990,W
10809,67510,67516,6,N
10810,67510,67520,10,E
10407,65536,67524,1988,W
10812,67516,67528,12,S
10409,65550,67532,1982,W
10814,67527,67536,9,E
10413,65564,67540,1976,W
10815,67536,67544,8,N
10415,65578,67548,1970,W
10817,67544,67552,8,S
10818,67544,67556,12,E
10419,65592,67560,1968,W
10421,65606,67564,1958,W
10820,67561,67568,7,E
10821,67562,67572,10,N
10424,65620,67576,1956,W
10823,67572,67580,8,S
10426,65634,67584,1950,W
10824,67578,67588,10,E
10430,65648,67592,1944,W
10826,67588,67596,8,N
10432,65662,67600,1938,W
10828,67595,67604,9,E
10829,67600,67608,8,S
10436,65676,67612,1936,W
10831,67612,67616,4,E
10438,65690,67620,1930,W
10832,67614,67624,10,N
10441,65704,67628,1924,W
10834,67628,67632,4,S
10444,65718,67636,1918,W
10835,67629,67640,11,E
10447,65732,67644,1912,W
10837,67640,67648,8,N
10450,65746,67652,1906,W
10838,67646,67656,10,E
10453,65760,67660,1900,W
10840,67656,67664,8,S
10455,65774,67668,1894,W
10841,67663,67672,9,E
10843,67666,67676,10,N
10458,65788,67680,1892,W
10845,67680,67684,4,E
10461,65802,67688,1886,W
10846,67684,67692,8,S
10464,65816,67696,1880,W
10847,67692,67700,8,N
10467,65830,67704,1874,W
10849,67697,67708,11,E
10470,65844,67712,1868,W
10851,67712,67716,4,S
10472,65858,67720,1862,W
10852,67714,67724,10,E
10853,67718,67728,10,N
10476,65872,67732,1860,W
10855,67731,67736,5,E
10478,65886,67740,1854,W
10857,67740,67744,4,S
10482,65900,67748,1848,W
10858,67744,67752,8,N
10859,67748,67756,8,E
10484,65914,67760,1846,W
10487,65928,67764,1836,W
10489,65942,67768,1826,W
10862,67765,67772,7,E
10863,67768,67776,8,S
10493,65956,67780,1824,W
10864,67770,67784,14,N
10495,65970,67788,1818,W
10866,67782,67792,10,E
10499,65984,67796,1812,W
10868,67796,67800,4,S
10869,67796,67804,8,N
10501,65998,67808,1810,W
10870,67799,67812,13,E
10504,66012,67816,1804,W
10872,67816,67820,4,E
10506,66026,67824,1798,W
10874,67822,67828,6,N
10875,67824,67832,8,S
10510,66040,67836,1796,W
10877,67833,67840,7,E
10513,66054,67844,1790,W
10516,66068,67848,1780,W
10879,67848,67852,4,N
10519,66082,67856,1774,W
10880,67850,67860,10,E
10881,67852,67864,12,S
10521,66096,67868,1772,W
10883,67867,67872,5,E
10524,66110,67876,1766,W
10884,67874,67880,6,N
10527,66124,67884,1760,W
10886,67880,67888,8,S
10887,67884,67892,8,E
10530,66138,67896,1758,W
10533,66152,67900,1748,W
10889,67900,67904,4,N
10535,66166,67908,1742,W
10890,67901,67912,11,E
10892,67908,67916,8,S
10538,66180,67920,1740,W
10894,67918,67924,6,E
10541,66194,67928,1734,W
10895,67926,67932,6,N
10544,66208,67936,1728,W
10897,67935,67940,5,E
10898,67936,67944,8,S
10547,66222,67948,1726,W
10551,66236,67952,1716,W
10900,67952,67956,4,N
10901,67952,67960,8,E
10552,66250,67964,1714,W
10903,67964,67968,4,S
10556,66264,67972,1708,W
10904,67969,67976,7,E
10558,66278,67980,1702,W
10906,67978,67984,6,N
10562,66292,67988,1696,W
10907,67986,67992,6,E
10564,66306,67996,1690,W
10909,67992,68000,8,S
10568,66320,68004,1684,W
10911,68003,68008,5,E
10912,68004,68012,8,N
10569,66334,68016,1682,W
10573,66348,68020,1672,W
10914,68020,68024,4,S
10915,68020,68028,8,E
10575,66362,68032,1670,W
10917,68030,68036,6,N
10579,66376,68040,1664,W
10918,68037,68044,7,E
10581,66390,68048,1658,W
10920,68048,68052,4,S
10584,66404,68056,1652,W
10921,68054,68060,6,E
10922,68056,68064,8,N
10587,66418,68068,1650,W
10590,66432,68072,1640,W
10925,68071,68076,5,E
10593,66446,68080,1634,W
10926,68076,68084,8,S
10596,66460,68088,1628,W
10927,68082,68092,10,N
10929,68088,68096,8,E
10599,66474,68100,1626,W
10601,66488,68104,1616,W
10931,68104,68108,4,S
10604,66502,68112,1610,W
10932,68105,68116,11,E
10933,68108,68120,12,N
10607,66516,68124,1608,W
10935,68122,68128,6,E
10610,66530,68132,1602,W
10937,68132,68136,4,S
10613,66544,68140,1596,W
10938,68134,68144,10,N
10939,68139,68148,9,E
10616,66558,68152,1594,W
10618,66572,68156,1584,W
10942,68156,68160,4,E
10621,66586,68164,1578,W
10943,68160,68168,8,S
10944,68160,68172,12,N
10625,66600,68176,1576,W
10946,68173,68180,7,E
10627,66614,68184,1570,W
10631,66628,68188,1560,W
10948,68186,68192,6,N
10949,68188,68196,8,S
10632,66642,68200,1558,W
10950,68190,68204,14,E
10636,66656,68208,1552,W
10952,68207,68212,5,E
10638,66670,68216,1546,W
10954,68212,68220,8,N
10955,68216,68224,8,S
10642,66684,68228,1544,W
10956,68224,68232,8,E
10644,66698,68236,1538,W
10648,66712,68240,1528,W
10958,68238,68244,6,N
10649,66726,68248,1522,W
10960,68241,68252,11,E
10961,68244,68256,12,S
10653,66740,68260,1520,W
10963,68258,68264,6,E
10655,66754,68268,1514,W
10964,68264,68272,8,N
10659,66768,68276,1508,W
10966,68272,68280,8,S
10967,68275,68284,9,E
10662,66782,68288,1506,W
10665,66796,68292,1496,W
10969,68290,68296,6,N
10970,68292,68300,8,E
10667,66810,68304,1494,W
10972,68300,68308,8,S
10670,66824,68312,1488,W
10974,68309,68316,7,E
10673,66838,68320,1482,W
10975,68316,68324,8,N
10676,66852,68328,1476,W
10977,68326,68332,6,E
10978,68328,68336,8,S
10679,66866,68340,1474,W
10681,66880,68344,1464,W
10980,68342,68348,6,N
10981,68343,68352,9,E
10684,66894,68356,1462,W
10983,68356,68360,4,S
10687,66908,68364,1456,W
10984,68360,68368,8,E
10690,66922,68372,1450,W
10986,68368,68376,8,N
10693,66936,68380,1444,W
10987,68377,68384,7,E
10696,66950,68388,1438,W
10989,68384,68392,8,S
10699,66964,68396,1432,W
10991,68394,68400,6,N
10992,68394,68404,10,E
10701,66978,68408,1430,W
10705,66992,68412,1420,W
10994,68411,68416,5,E
10995,68412,68420,8,S
10707,67006,68424,1418,W
10996,68420,68428,8,N
10711,67020,68432,1412,W
10713,67034,68436,1402,W
10998,68434,68440,6,E
10716,67048,68444,1396,W
10718,67062,68448,1386,W
10722,67076,68452,1376,W
11000,68449,68456,7,S
10724,67090,68460,1370,W
11001,68454,68464,10,N
11002,68457,68468,11,E
10728,67104,68472,1368,W
10729,67118,68476,1358,W
10733,67132,68480,1348,W
11005,68480,68484,4,E
10736,67146,68488,1342,W
11006,68486,68492,6,S
11007,68488,68496,8,N
10739,67160,68500,1340,W
10742,67174,68504,1330,W
11009,68503,68508,5,E
10745,67188,68512,1324,W
10747,67202,68516,1314,W
10750,67216,68520,1304,W
10753,67230,68524,1294,W
11011,68522,68528,6,N
11012,68523,68532,9,S
10756,67244,68536,1292,W
11013,68526,68540,14,E
10759,67258,68544,1286,W
10762,67272,68548,1276,W
10764,67286,68552,1266,W
11015,68549,68556,7,E
10767,67300,68560,1260,W
11017,68556,68564,8,N
11018,68560,68568,8,S
10770,67314,68572,1258,W
11020,68572,68576,4,E
10774,67328,68580,1252,W
10776,67342,68584,1242,W
10779,67356,68588,1232,W
10781,67370,68592,1222,W
11022,68590,68596,6,N
10785,67384,68600,1216,W
11023,68595,68604,9,E
11024,68597,68608,11,S
10787,67398,68612,1214,W
10791,67412,68616,1204,W
10793,67426,68620,1194,W
11026,68618,68624,6,E
10796,67440,68628,1188,W
11028,68624,68632,8,N
10798,67454,68636,1182,W
11029,68634,68640,6,S
10802,67468,68644,1176,W
11031,68641,68648,7,E
10804,67482,68652,1170,W
10808,67496,68656,1160,W
10811,67510,68660,1150,W
11032,68658,68664,6,N
10813,67524,68668,1144,W
11034,68664,68672,8,E
10816,67538,68676,1138,W
11035,68671,68680,9,S
10819,67552,68684,1132,W
10822,67566,68688,1122,W
11037,68687,68692,5,E
10825,67580,68696,1116,W
11038,68692,68700,8,N
10827,67594,68704,1110,W
10830,67608,68708,1100,W
11040,68708,68712,4,S
10833,67622,68716,1094,W
11041,68710,68720,10,E
10836,67636,68724,1088,W
10839,67650,68728,1078,W
11043,68726,68732,6,N
10842,67664,68736,1072,W
11045,68733,68740,7,E
10844,67678,68744,1066,W
10848,67692,68748,1056,W
11046,68745,68752,7,S
10850,67706,68756,1050,W
11048,68756,68760,4,E
10854,67720,68764,1044,W
11049,68760,68768,8,N
10856,67734,68772,1038,W
10860,67748,68776,1028,W
10861,67762,68780,1018,W
11051,68779,68784,5,E
10865,67776,68788,1012,W
11052,68782,68792,10,S
10867,67790,68796,1006,W
11054,68794,68800,6,N
10871,67804,68804,1000,W
11055,68802,68808,6,E
10873,67818,68812,994,W
10876,67832,68816,984,W
10878,67846,68820,974,W
11057,68819,68824,5,S
10882,67860,68828,968,W
11059,68825,68832,7,E
11060,68828,68836,8,N
10885,67874,68840,966,W
10888,67888,68844,956,W
10891,67902,68848,946,W
11062,68848,68852,4,E
10893,67916,68856,940,W
11063,68856,68860,4,S
10896,67930,68864,934,W
11065,68862,68868,6,N
10899,67944,68872,928,W
11066,68871,68876,5,E
10902,67958,68880,922,W
10905,67972,68884,912,W
10908,67986,68888,902,W
10910,68000,68892,892,W
10913,68014,68896,882,W
11069,68893,68900,7,S
11070,68894,68904,10,E
11071,68896,68908,12,N
10916,68028,68912,884,W
10919,68042,68916,874,W
10923,68056,68920,864,W
11073,68917,68924,7,E
10924,68070,68928,858,W
10928,68084,68932,848,W
11075,68930,68936,6,S
11076,68930,68940,10,N
10930,68098,68944,846,W
11077,68940,68948,8,E
10934,68112,68952,840,W
10936,68126,68956,830,W
10940,68140,68960,820,W
10941,68154,68964,810,W
11079,68963,68968,5,E
11080,68964,68972,8,N
10945,68168,68976,808,W
11082,68967,68980,13,S
10947,68182,68984,802,W
10951,68196,68988,792,W
11084,68986,68992,6,E
10953,68210,68996,786,W
10957,68224,69000,776,W
11085,68998,69004,6,N
10959,68238,69008,770,W
11087,69004,69012,8,S
10962,68252,69016,764,W
11088,69009,69020,11,E
10965,68266,69024,758,W
10968,68280,69028,748,W
10971,68294,69032,738,W
11090,69032,69036,4,N
11091,69032,69040,8,E
10973,68308,69044,736,W
11093,69041,69048,7,S
10976,68322,69052,730,W
10979,68336,69056,720,W
11095,69055,69060,5,E
10982,68350,69064,714,W
10985,68364,69068,704,W
11096,69066,69072,6,N
10988,68378,69076,698,W
10990,68392,69080,688,W
11098,69078,69084,6,S
11099,69078,69088,10,E
10993,68406,69092,686,W
10997,68424,69096,672,W
10999,68442,69100,658,W
11101,69100,69104,4,N
11003,68460,69108,648,W
11102,69101,69112,11,E
11004,68478,69116,638,W
11104,69115,69120,5,S
11008,68496,69124,628,W
11105,69124,69128,4,E
11010,68514,69132,618,W
11014,68532,69136,604,W
11107,69134,69140,6,N
11016,68550,69144,594,W
11019,68568,69148,580,W
11109,69147,69152,5,E
11021,68586,69156,570,W
11110,69152,69160,8,S
11025,68604,69164,560,W
11027,68622,69168,546,W
11112,69168,69172,4,N
11030,68640,69176,536,W
11113,69170,69180,10,E
11033,68658,69184,526,W
11036,68676,69188,512,W
11039,68694,69192,498,W
11115,69189,69196,7,S
11042,68712,69200,488,W
11116,69193,69204,11,E
11044,68730,69208,478,W
11118,69202,69212,10,N
11047,68748,69216,468,W
11119,69216,69220,4,E
11050,68766,69224,458,W
11053,68784,69228,444,W
11121,69226,69232,6,S
11056,68802,69236,434,W
11123,69236,69240,4,N
11058,68820,69244,424,W
11124,69239,69248,9,E
11061,68838,69252,414,W
11064,68856,69256,400,W
11067,68874,69260,386,W
11068,68892,69264,372,W
11126,69262,69268,6,E
11127,69263,69272,9,S
11072,68910,69276,366,W
11128,69270,69280,10,N
11074,68928,69284,356,W
11078,68946,69288,342,W
11130,69285,69292,7,E
11081,68964,69296,332,W
11083,68982,69300,318,W
11132,69300,69304,4,S
11086,69000,69308,308,W
11133,69304,69312,8,N
11135,69308,69316,8,E
11089,69018,69320,302,W
11092,69036,69324,288,W
11094,69054,69328,274,W
11097,69072,69332,260,W
11137,69331,69336,5,E
11100,69090,69340,250,W
11138,69337,69344,7,S
11139,69338,69348,10,N
11103,69108,69352,244,W
11106,69126,69356,230,W
11141,69354,69360,6,E
11108,69144,69364,220,W
11111,69162,69368,206,W
11114,69180,69372,192,W
11143,69372,69376,4,N
11117,69198,69380,182,W
11144,69374,69384,10,S
11145,69377,69388,11,E
11120,69216,69392,176,W
11122,69234,69396,162,W
11125,69252,69400,148,W
11148,69400,69404,4,E
11129,69270,69408,138,W
11149,69406,69412,6,N
11131,69288,69416,128,W
11150,69411,69420,9,S
11134,69306,69424,118,W
11152,69423,69428,5,E
11136,69324,69432,108,W
11140,69342,69436,94,W
11142,69360,69440,80,W
11154,69440,69444,4,N
11146,69378,69448,70,W
11155,69446,69452,6,E
11156,69448,69456,8,S
11147,69396,69460,64,W
11151,69414,69464,50,W
11153,69432,69468,36,W
11157,69450,69472,22,W
11159,69469,69476,7,E
11158,69468,69480,12,W
11160,69474,69484,10,N
11161,69485,69488,3,S
11162,69486,69492,6,W
11163,69492,69496,4,E
11164,69504,69504,0,W
11165,69508,69508,0,N
11166,69515,69516,1,E
11167,69522,69524,2,S
11168,69522,69528,6,W
11169,69538,69540,2,E
11170,69540,69544,4,W
11171,69542,69548,6,N
11172,69558,69560,2,W
11173,69559,69564,5,S
11174,69561,69568,7,E
11175,69576,69576,0,N
11176,69576,69580,4,W
11177,69584,69584,0,E
11178,69594,69596,2,W
11179,69596,69600,4,S
11180,69607,69608,1,E
11181,69610,69612,2,N
11182,69612,69616,4,W
11183,69630,69632,2,E
11184,69630,69636,6,W
11185,69633,69640,7,S
11186,69644,69644,0,N
11187,69648,69648,0,W
11188,69653,69656,3,E
11189,69666,69668,2,W
11190,69670,69672,2,S
11191,69676,69676,0,E
11192,69678,69680,2,N
11193,69684,69684,0,W
11194,69699,69700,1,E
11195,69702,69704,2,W
11196,69707,69708,1,S
11197,69712,69712,0,N
11198,69720,69720,0,W
11199,69722,69724,2,E
11200,69738,69740,2,W
11201,69744,69744,0,S
11202,69745,69748,3,E
11203,69746,69752,6,N
11204,69756,69756,0,W
11205,69768,69768,0,E
11206,69774,69776,2,W
11207,69780,69780,0,N
11208,69781,69784,3,S
11209,69791,69792,1,E
11210,69792,69796,4,W
11211,69810,69812,2,W
11212,69814,69816,2,N
11213,69814,69820,6,E
11214,69818,69824,6,S
11215,69828,69828,0,W
11216,69837,69840,3,E
11217,69846,69848,2,W
11218,69848,69852,4,N
11219,69855,69856,1,S
11220,69860,69860,0,E
11221,69864,69864,0,W
11222,69882,69884,2,N
11223,69882,69888,6,W
11224,69883,69892,9,E
11225,69892,69896,4,S
11226,69900,69900,0,W
11227,69906,69908,2,E
11228,69916,69916,0,N
11229,69918,69920,2,W
11230,69929,69932,3,S
11231,69929,69936,7,E
11232,69936,69940,4,W
11233,69950,69952,2,N
11234,69952,69956,4,E
11235,69954,69960,6,W
11236,69966,69968,2,S
11237,69972,69972,0,W
11238,69975,69976,1,E
11239,69984,69984,0,N
11240,69990,69992,2,W
11241,69998,70000,2,E
11242,70003,70004,1,S
11243,70008,70008,0,W
11244,70018,70020,2,N
11245,70021,70024,3,E
11246,70026,70028,2,W
11247,70040,70040,0,S
11248,70044,70044,0,E
11249,70044,70048,4,W
11250,70052,70052,0,N
11251,70062,70064,2,W
11252,70067,70068,1,E
11253,70077,70080,3,S
11254,70080,70084,4,W
11255,70086,70088,2,N
11256,70090,70092,2,E
11257,70098,70100,2,W
11258,70113,70116,3,E
11259,70114,70120,6,S
11260,70116,70124,8,W
11261,70120,70128,8,N
11262,70134,70136,2,W
11263,70136,70140,4,E
11264,70151,70152,1,S
11265,70152,70156,4,W
11266,70154,70160,6,N
11267,70159,70164,5,E
11268,70170,70172,2,W
11269,70182,70184,2,E
11270,70188,70188,0,S
11271,70188,70192,4,N
11272,70188,70196,8,W
11273,70205,70208,3,E
11274,70206,70212,6,W
11275,70222,70224,2,N
11276,70224,70228,4,W
11277,70225,70232,7,S
11278,70228,70236,8,E
11279,70242,70244,2,W
11280,70251,70252,1,E
11281,70256,70256,0,N
11282,70260,70260,0,W
11283,70262,70264,2,S
11284,70274,70276,2,E
11285,70278,70280,2,W
11286,70290,70292,2,N
11287,70296,70296,0,W
11288,70297,70300,3,E
11289,70299,70304,5,S
11290,70314,70316,2,W
11291,70320,70320,0,E
11292,70324,70324,0,N
11293,70332,70332,0,W
11294,70336,70336,0,S
11295,70343,70344,1,E
11296,70350,70352,2,W
11297,70358,70360,2,N
11298,70366,70368,2,E
11299,70368,70372,4,W
11300,70373,70376,3,S
11301,70386,70388,2,W
11302,70389,70392,3,E
11303,70392,70396,4,N
11304,70404,70404,0,W
11305,70410,70412,2,S
11306,70412,70416,4,E
11307,70422,70424,2,W
11308,70426,70428,2,N
11309,70435,70436,1,E
11310,70440,70440,0,W
11311,70447,70448,1,S
11312,70458,70460,2,E
11313,70458,70464,6,W
11314,70460,70468,8,N
11315,70476,70476,0,W
11316,70481,70484,3,E
11317,70484,70488,4,S
11318,70494,70496,2,N
11319,70494,70500,6,W
11320,70504,70504,0,E
11321,70512,70512,0,W
11322,70521,70524,3,S
11323,70527,70528,1,E
11324,70528,70532,4,N
11325,70530,70536,6,W
11326,70548,70548,0,W
11327,70550,70552,2,E
11328,70558,70560,2,S
11329,70562,70564,2,N
11330,70566,70568,2,W
11331,70573,70576,3,E
11332,70584,70584,0,W
11333,70595,70596,1,S
11334,70596,70600,4,N
11335,70596,70604,8,E
11336,70602,70608,6,W
11337,70619,70620,1,E
11338,70620,70624,4,W
11339,70630,70632,2,N
11340,70632,70636,4,S
11341,70638,70640,2,W
11342,70642,70644,2,E
11343,70656,70656,0,W
11344,70664,70664,0,N
11345,70665,70668,3,E
11346,70669,70672,3,S
11347,70674,70676,2,W
11348,70688,70688,0,E
11349,70692,70692,0,W
11350,70698,70700,2,N
11351,70706,70708,2,S
11352,70710,70712,2,W
11353,70711,70716,5,E
11354,70728,70728,0,W
11355,70732,70732,0,N
11356,70734,70736,2,E
11357,70743,70744,1,S
11358,70746,70748,2,W
11359,70757,70760,3,E
11360,70764,70764,0,W
11361,70766,70768,2,N
11362,70780,70780,0,S
11363,70780,70784,4,E
11364,70782,70788,6,W
11365,70800,70800,0,N
11366,70800,70804,4,W
11367,70803,70808,5,E
11368,70817,70820,3,S
11369,70818,70824,6,W
11370,70826,70828,2,E
